geneID	gnomAD_pLI	ExAc_pLI	LOEUF	ClinGene_HI	ClinGene_TI	DDD_HI	HI_bin	TI_bin
NFKB1	1.0	0.99426	0.0			15.8%	0	1
AFF4	1.0	1.0	0.0			11.5%	0	1
RB1CC1	1.0	1.0	0.0	1.0	0	10.33%	0	1
SAFB	1.0	0.99969	0.0			39.08%	1	1
TRAPPC8	1.0	1.0	0.0			11.91%	0	1
ARID4A	1.0	1.0	0.0			25.26%	1	1
TRIO	1.0	1.0	0.0	3.0	0	25.7%	0	1
YTHDF2	0.99943	0.99117	0.0			6.36%	0	1
PPFIA2	1.0	0.99998	0.0			16.83%	0	1
KDM6B	1.0	0.99999	0.0	1.0	0	40.32%	0	1
SPTB	1.0	1.0	0.0			13.74%	0	1
SOS1	1.0	1.0	0.0	0.0	0	4.03%	0	1
BAI1	1.0	0.99988	0.0				1	1
AMBRA1	1.0	0.99997	0.0			8.5%	0	1
UBE2O	1.0	0.99999	0.0			46.63%	1	1
ZNF292	1.0	0.99998	0.0			26.56%	1	1
BCOR	1.0	0.99995	0.0	3.0	0	16.71%	0	1
HDAC5	1.0	0.99981	0.0			4.32%	0	1
PODXL2	0.99936	0.97799	0.0			71.04%	1	1
AFTPH	0.99997	0.99689	0.0			20.39%	1	1
RANBP3	0.99997	0.99991	0.0			62.32%	1	1
SPAG9	1.0	1.0	0.0			16.54%	0	1
FNBP4	1.0	0.99999	0.0			46.04%	1	1
AGPAT3	0.99933	0.99445	0.0			61.01%	1	1
RANBP2	1.0	1.0	0.0			18.07%	0	1
TKTL1	0.99933	0.99703	0.0			73.34%	1	1
ZBTB44	0.99929	0.99206	0.0			16.26%	0	1
WHSC1L1	1.0	1.0	0.0			8.45%	0	1
CNOT4	0.99996	0.99601	0.0			6.19%	0	1
JAG2	1.0	0.99025	0.0			35.89%	1	1
TFCP2L1	0.99996	0.99919	0.0			42.13%	1	1
MAOA	0.99928	0.99322	0.0	1.0	0	43.16%	0	1
SAMD4B	0.99996	0.99855	0.0			20.33%	1	1
CSNK1E	0.99926	0.96732	0.0			15.76%	0	1
DNMT1	1.0	1.0	0.0			26.78%	1	1
PHEX	0.99996	0.99965	0.0	3.0	0	6.97%	0	1
ATXN2L	1.0	0.99995	0.0			25.43%	1	1
XPO4	1.0	1.0	0.0			20.19%	1	1
ARFGEF1	1.0	1.0	0.0			10.12%	0	1
COPS5	0.99925	0.99434	0.0			2.32%	0	1
SPOP	0.99922	0.99253	0.0			4.35%	0	1
CSDE1	1.0	0.99995	0.0			7.61%	0	1
API5	0.99996	0.99956	0.0			9.25%	0	1
CUL1	1.0	0.99996	0.0			4.3%	0	1
DDX46	1.0	1.0	0.0			8.72%	0	1
ZFHX4	1.0	1.0	0.0			2.42%	0	1
GNB1	0.9992	0.99519	0.0	1.0	0	22.4%	0	1
HOMER1	0.9992	0.99592	0.0			5.12%	0	1
ZFPM2	1.0	0.99996	0.0	1.0	0	0.93%	0	1
AEBP2	0.99921	0.95098	0.0			17.91%	0	1
NUP85	1.0	0.99978	0.0			22.64%	1	1
CBLL1	0.99918	0.99778	0.0			19.37%	0	1
RNF38	0.99995	0.99939	0.0			8.13%	0	1
BAZ2A	1.0	1.0	0.0			36.66%	1	1
JAG1	1.0	1.0	0.0	3.0	0	1.06%	0	1
ASXL2	1.0	0.99274	0.0	0.0	0	43.83%	1	1
SP3	0.99995	0.9923	0.0			1.76%	0	1
SRRM1	1.0	1.0	0.0			3.79%	0	1
MAML1	0.99995	0.99836	0.0			52.37%	1	1
CCNC	0.99914	0.9901	0.0			2.45%	0	1
KIF23	1.0	1.0	0.0			19.53%	0	1
EZH2	1.0	0.99999	0.0			3.07%	0	1
RFX4	0.99999	0.99966	0.0			18.73%	0	1
XRCC5	0.99999	0.99999	0.0			38.75%	1	1
USP24	1.0	1.0	0.0			20.31%	1	1
CHD3	1.0	1.0	0.0			16.92%	0	1
HNRNPA1	0.99911	0.96661	0.0			7.87%	0	1
PPP1CB	0.99912	0.99719	0.0			4.52%	0	1
FLT4	1.0	0.99994	0.0			35.92%	1	1
UNC79	1.0	1.0	0.0			20.61%	1	1
ZNF217	0.99995	0.99545	0.0			77.51%	1	1
EFHC2	0.9991	0.94172	0.0			64.63%	1	1
WBP11	0.99994	0.99993	0.0			24.87%	1	1
ITPKB	0.99994	0.99885	0.0			71.57%	1	1
CTCF	0.99994	0.99792	0.0	3.0	0	2.59%	0	1
ATP2B2	1.0	0.99992	0.0			21.16%	1	1
MAOB	0.99903	0.97034	0.0			16.59%	0	1
KLHDC3	0.99908	0.99383	0.0			21.12%	1	1
PRMT1	0.99907	0.99359	0.0			38.2%	1	1
TGFB2	0.99905	0.98912	0.0			1.09%	0	1
DIP2C	1.0	1.0	0.0			41.18%	1	1
NFIX	0.99903	0.98907	0.0	3.0	0	1.34%	0	1
FBXL17	0.99901	0.9779	0.0			7.96%	0	1
WAS	0.99901	0.9912	0.0			37.38%	1	1
GCM1	0.999	0.98833	0.0			68.7%	1	1
YBX2	0.99896	0.96873	0.0			36.72%	1	1
TLE4	0.99999	0.99992	0.0			4.08%	0	1
SLC6A1	0.99993	0.9993	0.0	3.0	0	15.39%	0	1
EBF3	0.99993	0.99859	0.0			3.89%	0	1
MAPK8IP3	1.0	1.0	0.0			54.75%	1	1
AHSA1	0.99896	0.93852	0.0			15.98%	0	1
PAN3	0.99999	0.99999	0.0			11.28%	0	1
PKN2	1.0	1.0	0.0			12.8%	0	1
ABCD1	0.99896	0.98212	0.0	3.0	0	59.98%	0	1
SETD1B	1.0	0.022456	0.0			63.56%	1	1
CLCN4	0.99893	0.98879	0.0	2.0	0	28.47%	0	1
ARHGEF9	0.9989	0.98307	0.0	3.0	0	10.55%	0	1
B4GALT5	0.99889	0.99166	0.0			37.58%	1	1
MSL1	0.9989	0.9845	0.0			5.5%	0	1
SERPINC1	0.99892	0.99326	0.0			27.16%	1	1
KALRN	1.0	1.0	0.0			10.99%	0	1
CASZ1	1.0	0.99994	0.0	1.0	0	12.36%	0	1
MARCH6	1.0	1.0	0.0			33.87%	1	1
SFPQ	0.99992	0.99953	0.0			22.48%	1	1
BCORL1	0.99999	0.98179	0.0			36.48%	1	1
CMIP	0.99999	0.99989	0.0			19.68%	0	1
PPRC1	1.0	1.0	0.0			44%	1	1
DDX26B	0.99992	0.99985	0.0			28.95%	1	1
C11orf30	1.0	1.0	0.0			6.83%	0	1
EFEMP1	0.99992	0.99979	0.0			11.3%	0	1
MAPKAP1	0.99991	0.99974	0.0			1.7%	0	1
ATP1B1	0.99881	0.99556	0.0			48.14%	1	1
ELFN1	0.99882	0.69907	0.0			62.62%	1	1
SMCHD1	1.0	1.0	0.0			27.99%	1	1
FBXW2	0.99877	0.9762	0.0			10.97%	0	1
GGA1	0.99992	0.99944	0.0			27.26%	1	1
CAMSAP3	1.0	0.99994	0.0			68.08%	1	1
AHR	0.99999	0.99987	0.0			33.82%	1	1
DMD	1.0	1.0	0.0	3.0	0	0.27%	0	1
PPP1R10	1.0	1.0	0.0			42.15%	1	1
HDLBP	1.0	1.0	0.0			30.54%	1	1
ZNF609	1.0	0.99995	0.0			13.28%	0	1
ARHGAP42	1.0	0.0	0.0			32.7%	1	1
OCRL	0.99999	0.99992	0.0	3.0	0	14.52%	0	1
RICTOR	1.0	1.0	0.0			1.99%	0	1
ZNF541	1.0	0.0	0.0			75.07%	1	1
FASN	1.0	1.0	0.0			27.07%	1	1
ATAD2B	1.0	1.0	0.0			21.29%	1	1
PCIF1	0.99999	0.99996	0.0			33.86%	1	1
DENND5B	1.0	0.99995	0.0			57.04%	1	1
HOOK3	1.0	1.0	0.0			23.26%	1	1
ARHGEF2	1.0	0.99999	0.0			35.83%	1	1
XPR1	0.99999	0.99812	0.0			15.9%	0	1
INTS10	0.99999	0.98422	0.0			35.08%	1	1
USP3	0.99989	0.98438	0.0			16.75%	0	1
MARK2	0.99999	0.9999	0.0			15.95%	0	1
IKZF1	0.9986	0.98575	0.0			22.21%	1	1
CDH11	0.9999	0.99927	0.0			3.88%	0	1
KDM4A	1.0	0.99999	0.0			31.67%	1	1
RREB1	1.0	0.99997	0.0			46.42%	1	1
CHD4	1.0	1.0	0.0			9.88%	0	1
HIPK2	1.0	0.99835	0.0			23.52%	1	1
NR2E1	0.99864	0.99051	0.0			7.95%	0	1
KPNA4	0.99989	0.99818	0.0			12.34%	0	1
CHD5	1.0	1.0	0.0			47.85%	1	1
PLXND1	1.0	0.99999	0.0			49.29%	1	1
RXRA	0.99852	0.94361	0.0			7.63%	0	1
LRRC7	1.0	1.0	0.0			9.44%	0	1
ZFC3H1	1.0	1.0	0.0			30.66%	1	1
UBE4B	1.0	0.99999	0.0			25.55%	1	1
DOCK3	1.0	1.0	0.0			11.11%	0	1
DMXL2	1.0	1.0	0.0	0.0	0	41.6%	1	1
PELP1	0.99998	0.99979	0.0			44.34%	1	1
TXLNG	0.99845	0.99221	0.0			34.77%	1	1
UNC13A	1.0	0.99999	0.0			57.67%	1	1
MAT2A	0.99846	0.73323	0.0			9.12%	0	1
HECTD1	1.0	1.0	0.0			8.77%	0	1
KCNQ2	0.99998	0.99936	0.0	3.0	0	39.78%	0	1
TANC2	1.0	1.0	0.0			8.68%	0	1
PPP3CA	0.99988	0.99815	0.0			5.1%	0	1
LARP4B	0.99998	0.99989	0.0			57.09%	1	1
EPC2	0.99998	0.99995	0.0			6.63%	0	1
ROBO2	1.0	1.0	0.0			0.44%	0	1
MAST1	1.0	1.0	0.0			44.3%	1	1
POLR2A	1.0	1.0	0.0			5.28%	0	1
GRIPAP1	0.99998	0.99693	0.0			47.43%	1	1
PSMD11	0.99987	0.99975	0.0			4.19%	0	1
TNRC6A	1.0	1.0	0.0			10.54%	0	1
ESPL1	1.0	1.0	0.0			31.33%	1	1
CUL5	1.0	0.99996	0.0			9.27%	0	1
FBRS	0.99987	0.98152	0.0			36.32%	1	1
SAP130	1.0	0.99857	0.0			36.75%	1	1
ALG13	0.99998	0.99758	0.0			43.52%	1	1
SMAD5	0.99838	0.98606	0.0			11.29%	0	1
GNB2L1	0.99836	0.99463	0.0			6.64%	0	1
SLIT2	1.0	1.0	0.0			9.71%	0	1
PPM1A	0.99834	0.98545	0.0			6%	0	1
PPP4R2	0.99835	0.98806	0.0			42.53%	1	1
GSPT1	0.99986	0.95166	0.0			16.86%	0	1
PIP4K2B	0.99837	0.98921	0.0			20.55%	1	1
ZFX	0.99831	0.98613	0.0			7.61%	0	1
KANSL3	0.99998	0.99453	0.0			34.94%	1	1
RORC	0.99985	0.99785	0.0			23.13%	1	1
ZNF800	0.99985	0.99703	0.0			9.94%	0	1
DPF2	0.99985	0.99979	0.0			10.25%	0	1
APC	1.0	1.0	0.0	3.0	0	2.19%	0	1
FKBP8	0.99825	0.97874	0.0			59.78%	1	1
OPHN1	0.99985	0.99945	0.0	3.0	0	35.46%	0	1
USP48	1.0	1.0	0.0			24.56%	1	1
KDM6A	1.0	0.99999	0.0	3.0	0	4.72%	0	1
CAPZA2	0.99828	0.98661	0.0			6.73%	0	1
NPM1	0.99816	0.95904	0.0			6.1%	0	1
PSMD12	0.99984	0.99727	0.0			5.58%	0	1
ZNF131	0.99983	0.99946	0.0			27.76%	1	1
GPC3	0.9982	0.98799	0.0	3.0	0	1.17%	0	1
GRAMD4	0.99998	0.99979	0.0			63.4%	1	1
KIF2A	0.99998	0.99934	0.0			6.85%	0	1
FGD5	1.0	0.99439	0.0			74.2%	1	1
CKAP5	1.0	1.0	0.0			0.57%	0	1
UPF1	1.0	0.99993	0.0			33.92%	1	1
UTP14A	0.99983	0.99963	0.0			56.2%	1	1
CHD1	1.0	1.0	0.0			12.85%	0	1
ZBTB2	0.9982	0.97983	0.0			48.77%	1	1
CPSF6	0.99982	0.99911	0.0			9.94%	0	1
FAM120A	1.0	0.99991	0.0			26.8%	1	1
WDR43	0.99997	0.99894	0.0			23.51%	1	1
CUX1	1.0	0.99999	0.0			7.2%	0	1
ZNF865	0.99814	0.0	0.0			72.78%	1	1
MAPK8IP1	0.99983	0.999	0.0			17.6%	0	1
CDK19	0.99982	0.99802	0.0			16.16%	0	1
NFKB2	1.0	0.9997	0.0			27.56%	1	1
KDM5A	1.0	0.99999	0.0			18.78%	0	1
TEX10	1.0	0.99999	0.0			18.17%	0	1
KIAA0947	1.0	1.0	0.0				1	1
MDM2	0.99981	0.99541	0.0			1.12%	0	1
CASKIN1	1.0	0.99996	0.0			69.65%	1	1
MYC	0.99801	0.0	0.0			0.29%	0	1
CLK2	0.99997	0.99995	0.0			24.81%	1	1
PAX5	0.99798	0.98424	0.0	1.0	0	1.77%	0	1
ZNF608	0.99999	0.99997	0.0			14.11%	0	1
DSCAML1	1.0	1.0	0.0			18.51%	0	1
CCNJ	0.99796	0.98394	0.0			14.92%	0	1
CCNK	0.9998	0.99714	0.0			16.64%	0	1
TLK1	0.99999	0.99999	0.0			6.27%	0	1
LARP1	1.0	0.99995	0.0			28.06%	1	1
ARIH1	0.99997	0.99967	0.0			14.49%	0	1
LRRC4	0.99787	0.87736	0.0			17.55%	0	1
RBFOX3	0.99785	0.0	0.0			5.23%	0	1
ZNF629	0.99978	0.99232	0.0			38.67%	1	1
KDM5C	1.0	0.99784	0.0	3.0	0	11.71%	0	1
PHF6	0.99784	0.9724	0.0	3.0	0	8.85%	0	1
DICER1	1.0	0.99999	0.0	3.0	0	1.99%	0	1
GRIN2D	0.99996	0.99865	0.0			56.67%	1	1
RPL5	0.99776	0.99476	0.0			8.93%	0	1
PHF23	0.99774	0.99127	0.0			35.86%	1	1
SIPA1L1	1.0	1.0	0.0			27.41%	1	1
MYH10	1.0	1.0	0.0	1.0	0	34.06%	0	1
GABBR2	0.99999	0.99979	0.0			15.02%	0	1
CECR2	1.0	0.0	0.0			66.27%	1	1
F9	0.99776	0.98958	0.0	3.0	0	40.27%	0	1
PAK7	0.99977	0.99836	0.0			26.31%	1	1
USP11	0.99996	0.99832	0.0			43.97%	1	1
PPP1R9B	0.99975	0.99729	0.0			54.11%	1	1
SFSWAP	0.99999	0.99943	0.0			66.02%	1	1
HNF1B	0.99976	0.99929	0.0	3.0	0	0.76%	0	1
NOP2	0.99996	0.048928	0.0			42.18%	1	1
TMEM63B	0.99999	0.99984	0.0			34.88%	1	1
STAU1	0.99976	0.99642	0.0			10.91%	0	1
ARPC2	0.99769	0.99098	0.0			6.72%	0	1
CSK	0.99977	0.99946	0.0			20.75%	1	1
SOX9	0.99772	0.98354	0.0			0.56%	0	1
NCOR2	1.0	1.0	0.0			17.66%	0	1
ANK1	1.0	1.0	0.0			2.07%	0	1
ZNF236	1.0	1.0	0.0			68.96%	1	1
ABCA2	1.0	1.0	0.0			56.47%	1	1
PPP1R16B	0.99974	0.99854	0.0			35.54%	1	1
RC3H2	1.0	1.0	0.0			10.47%	0	1
PAX6	0.99975	0.99881	0.0	3.0	1	0.78%	0	0
CENPI	0.99974	0.99669	0.0			47.69%	1	1
ZNF638	1.0	0.99996	0.0			23.54%	1	1
NACC1	0.99763	0.96495	0.0			52.01%	1	1
PDGFRA	1.0	0.99988	0.0			7.55%	0	1
CADM4	0.99762	0.97949	0.0			39.69%	1	1
ACVR2A	0.99972	0.99393	0.0			2.08%	0	1
TRIM9	0.99973	0.98791	0.0			17.57%	0	1
DYRK2	0.99751	0.97934	0.0			17.21%	0	1
TRPC5	0.99973	0.99364	0.0			11.73%	0	1
C7orf60	0.99746	0.99081	0.0			13.59%	0	1
MKL2	0.99999	0.99994	0.0			47.12%	1	1
GPATCH8	1.0	0.9995	0.0			13.66%	0	1
ESCO1	0.99995	0.99881	0.0			27.91%	1	1
GRID2	1.0	1.0	0.0			3.69%	0	1
WEE1	0.99973	0.99711	0.0			11.21%	0	1
MBTPS2	0.99752	0.9402	0.0			17.54%	0	1
PRPF4B	1.0	1.0	0.0			3.38%	0	1
ZNF654	0.99753	0.94735	0.0			28.11%	1	1
CHD9	1.0	1.0	0.0			11.96%	0	1
KIF1B	1.0	1.0	0.0			8.35%	0	1
RNF2	0.99743	0.944	0.0			15.22%	0	1
DAGLA	0.99999	0.95315	0.0			52.63%	1	1
MNT	0.99739	0.96048	0.0			4.61%	0	1
PRKCD	0.99995	0.99759	0.0			20.41%	1	1
KDM4B	1.0	0.99993	0.0			66.98%	1	1
CELF1	0.99971	0.99862	0.0			4%	0	1
ANKRD28	1.0	0.99993	0.0			19.04%	0	1
MEN1	0.99971	0.99919	0.0	3.0	0	9.63%	0	1
SYVN1	0.9997	0.99665	0.0			35.48%	1	1
FZR1	0.99969	0.99795	0.0			42.53%	1	1
ZFP91	0.9997	0.98377	0.0			25.51%	1	1
ARMC8	0.99999	0.99988	0.0			10.75%	0	1
CAMTA1	1.0	1.0	0.0	3.0	0	2.22%	0	1
LIN54	0.99994	0.99943	0.0			25.65%	1	1
TRIM71	0.99969	0.99317	0.0			36.31%	1	1
NKAP	0.99735	0.99551	0.0			53.94%	1	1
TFAP4	0.99731	0.97853	0.0			22.33%	1	1
ACVR1B	0.99969	0.9989	0.0			11.26%	0	1
PSMD4	0.99726	0.98431	0.0			2.02%	0	1
FBLN5	0.9997	0.99579	0.0			21.02%	1	1
EEF2	0.99995	0.99452	0.0			38.07%	1	1
ISY1-RAB43	0.9997	0.99889	0.0			33.72%	1	1
CFLAR	0.99967	0.99972	0.0			63.87%	1	1
OTUD5	0.99717	0.97655	0.0			44.43%	1	1
HIVEP1	1.0	0.99999	0.0			64.58%	1	1
GTF3C1	1.0	1.0	0.0			58.96%	1	1
ENAH	0.99994	0.9957	0.0			29.45%	1	1
FOXO1	0.99725	0.96638	0.0			2%	0	1
TNRC6B	1.0	1.0	0.0	3.0	0	5.62%	0	1
EEF1G	0.99967	0.99806	0.0			37.7%	1	1
TENM4	1.0	0.99972	0.0			8%	0	1
KLF4	0.99714	0.98105	0.0			1.81%	0	1
SEC24C	1.0	0.99999	0.0			14.92%	0	1
CTDSPL2	0.99966	0.99598	0.0			5.14%	0	1
JADE2	0.99994	0.99931	0.0			32.8%	1	1
PCGF1	0.99713	0.98706	0.0			24.56%	1	1
TTC28	1.0	0.0	0.0			18.66%	0	1
GATA6	0.99709	0.0	0.0	3.0	0	4.26%	0	1
SCN3A	1.0	1.0	0.0			4.45%	0	1
PSME3	0.99714	0.9881	0.0			7.54%	0	1
TET1	1.0	0.99956	0.0			67.48%	1	1
NUP153	1.0	0.99999	0.0			24.4%	1	1
CELF2	0.99965	0.99879	0.0			1.73%	0	1
DDX6	0.99964	0.99899	0.0			4.6%	0	1
BAG6	1.0	0.99999	0.0			36.26%	1	1
EPHA4	1.0	0.99989	0.0			1.13%	0	1
MKLN1	0.99998	0.99958	0.0			4.7%	0	1
ZMYM4	1.0	1.0	0.0			13.84%	0	1
PPP2R5D	0.99993	0.99752	0.0	1.0	0	19.74%	0	1
ANAPC2	0.99993	0.98727	0.0			47.91%	1	1
FOXP1	0.99998	0.99975	0.0	3.0	0	0.14%	0	1
TDRD1	1.0	0.99976	0.0			62.33%	1	1
MAP4K4	1.0	1.0	0.0			20.19%	1	1
MAPK1	0.99698	0.98187	0.0			0.43%	0	1
NCDN	0.99964	0.99674	0.0			29.42%	1	1
BSN	1.0	1.0	0.0			37.78%	1	1
ADRM1	0.99704	0.98192	0.0			34.19%	1	1
NCOR1	1.0	1.0	0.0			2.42%	0	1
CNOT7	0.99686	0.9865	0.0			17.27%	0	1
MTM1	0.99961	0.99935	0.0	3.0	0	12.54%	0	1
BAZ1A	1.0	1.0	0.0			16.88%	0	1
ABL1	0.99998	0.99988	0.0			3.1%	0	1
JAKMIP2	1.0	0.99994	0.0			21.66%	1	1
ZNF516	0.99992	0.26883	0.0			71.54%	1	1
PTBP1	0.99961	0.99874	0.0			31.13%	1	1
CLASP1	1.0	1.0	0.0			18.65%	0	1
HTT	1.0	1.0	0.0			7.59%	0	1
RELN	1.0	1.0	0.0	30.0	0	1.1%	0	1
BRPF1	1.0	0.99963	0.0			15.78%	0	1
R3HDM2	1.0	0.99593	0.0			13.9%	0	1
MYO9B	1.0	1.0	0.0			66.66%	1	1
PHF2	1.0	0.99413	0.0	1.0	0	54.82%	0	1
PAPOLA	0.99998	0.99997	0.0			8.19%	0	1
ZZZ3	0.99998	0.99973	0.0			5.69%	0	1
EIF4ENIF1	0.99999	0.99969	0.0			21.04%	1	1
PSME4	1.0	1.0	0.0			15.07%	0	1
NCL	0.99992	0.99911	0.0			17.99%	0	1
GLA	0.99675	0.98505	0.0	3.0	0	42.34%	0	1
GPHN	0.99998	0.99998	0.0	2.0	0	2.69%	0	1
BRPF3	0.99998	0.99394	0.0			26.34%	1	1
MSL3	0.99665	0.94565	0.0			43.72%	1	1
PRPF8	1.0	1.0	0.0			4.91%	0	1
KDM2B	1.0	0.99979	0.0			18.62%	0	1
AKT3	0.99958	0.99959	0.0	1.0	0	2.71%	0	1
HIC2	0.99668	0.94719	0.0			59.73%	1	1
PNISR	0.99998	0.99909	0.0			9.32%	0	1
DPP10	0.99999	0.99999	0.0			4.84%	0	1
MGAT5	0.99998	0.99993	0.0			8.97%	0	1
NKRF	0.99661	0.95581	0.0			21.63%	1	1
ADRBK1	0.99998	0.99863	0.0			10.23%	0	1
ZER1	0.99992	0.99877	0.0			26.16%	1	1
EXOC5	0.99991	0.99668	0.0			5.97%	0	1
SF3B3	1.0	0.99996	0.0			7.21%	0	1
SYMPK	1.0	0.99728	0.0			29.5%	1	1
SPPL3	0.99656	0.90779	0.0			15.17%	0	1
PKD1	1.0	0.99991	0.0	3.0	0	28.17%	0	1
TEK	1.0	0.99999	0.0			9.33%	0	1
G3BP2	0.99954	0.98315	0.0			6.8%	0	1
ZBTB18	0.99658	0.97012	0.0	3.0	0	8.38%	0	1
PTPN2	0.99953	0.99561	0.0			21.34%	1	1
ARHGEF12	1.0	1.0	0.0			22.14%	1	1
LAS1L	0.99955	0.8921	0.0			62.91%	1	1
PLK2	0.9999	0.99886	0.0			13.69%	0	1
PITPNM2	1.0	0.99999	0.0			48%	1	1
IDS	0.9964	0.97926	0.0	3.0	0	14.02%	0	1
DST	1.0	1.0	0.0			5.62%	0	1
DNM2	0.99998	0.99997	0.0			10.95%	0	1
PDS5B	1.0	0.99991	0.0			24.83%	1	1
PTPRT	1.0	1.0	0.0			2.38%	0	1
RPL7	0.99626	0.99115	0.0			26.54%	1	1
TOX3	0.9995	0.99434	0.0			7.82%	0	1
CENPB	0.99634	0.97345	0.0			56.64%	1	1
SERBP1	0.9995	0.99986	0.0			10.68%	0	1
ZRANB2	0.99949	0.99288	0.0			5.99%	0	1
HCN1	0.99989	0.95314	0.0			24.96%	1	1
RELA	0.99948	0.99883	0.0			1.45%	0	1
COPS3	0.99949	0.9929	0.0			6.18%	0	1
TFDP2	0.9995	0.97509	0.0			19.91%	0	1
WDR7	1.0	1.0	0.0			14.85%	0	1
TNIK	1.0	0.99719	0.0			8.03%	0	1
ZDHHC17	0.99989	0.99839	0.0			6.79%	0	1
NOL6	1.0	0.99908	0.0			53.5%	1	1
NOVA1	0.99621	0.97772	0.0			2.34%	0	1
LMTK3	0.99997	0.0	0.0	1.0	0	70.62%	0	1
ATP5A1	0.99945	0.99886	0.0			13.38%	0	1
SLC7A3	0.99614	0.96779	0.0			60.38%	1	1
MLLT10	1.0	0.99958	0.0			9.19%	0	1
MLLT6	0.99997	0.99876	0.0			43.22%	1	1
RP11-152F13.10	0.9961	0.0	0.0				1	1
ATP2C1	1.0	0.9998	0.0			10.83%	0	1
RNF8	0.99943	0.99589	0.0			45.15%	1	1
SET	0.99597	0.96336	0.0			2.03%	0	1
UBE3C	1.0	1.0	0.0			59.16%	1	1
SYCP2	1.0	0.99999	0.0			67.01%	1	1
CIC	0.99999	0.9999	0.0	2.0	0	37.93%	0	1
ACAN	1.0	0.99999	0.0			75.58%	1	1
SF1	0.99943	0.99886	0.0			10.49%	0	1
EPHB2	0.99997	0.99995	0.0			2.31%	0	1
CSNK2A2	0.9994	0.99915	0.0			6.49%	0	1
FAT4	1.0	1.0	0.0			57.14%	1	1
NAP1L1	0.99941	0.99388	0.0			5.15%	0	1
MED12L	1.0	1.0	0.0			28.89%	1	1
ALAS2	0.99586	0.97065	0.0			27.45%	1	1
CEP350	1.0	1.0	0.0			36.97%	1	1
DDX21	0.99997	0.99804	0.0			13.15%	0	1
MEIS2	0.99938	0.99425	0.0	3.0	0	0.69%	0	1
MTF2	0.99987	0.9946	0.0			6.95%	0	1
MAP3K4	1.0	0.99999	0.0			59.19%	1	1
SHANK1	1.0	1.0	0.0	1.0	0	76.11%	0	1
KLHL2	0.99985	0.99855	0.0			19.49%	0	1
MTOR	1.0	1.0	0.0			0.59%	0	1
PACS1	0.99999	0.99991	0.0	0.0	0	38.02%	1	1
GLUL	0.9957	0.97784	0.0	30.0	0	9.54%	0	1
NAV3	1.0	1.0	0.0			20.95%	1	1
NCAM1	0.99999	0.0	0.0			0.75%	0	1
SARNP	0.99574	0.98907	0.0			12.95%	0	1
WWC3	0.99996	0.99963	0.0			59.01%	1	1
LRRC41	0.99986	0.9998	0.0			29.63%	1	1
CTNND1	0.99999	0.99531	0.0			5.07%	0	1
LPHN3	1.0	0.99999	0.0				1	1
CNKSR2	0.99996	0.99975	0.0	3.0	0	7.56%	0	1
FXR2	0.99996	0.99977	0.0			11.43%	0	1
SYK	0.99986	0.99854	0.0			21.47%	1	1
PTPN12	0.99996	0.99946	0.0			3.39%	0	1
PAPD7	0.99934	0.99837	0.0			44.9%	1	1
PARP6	0.99996	0.99742	0.0			16.78%	0	1
EEF1A2	0.99558	0.96413	0.0			36.29%	1	1
HNRNPUL1	0.99999	0.99985	0.0			18.52%	0	1
ZC3H11A	0.99996	0.99715	0.0			39.28%	1	1
PRRC2A	1.0	1.0	0.0			35.91%	1	1
XKR6	0.99934	0.95678	0.0			18.08%	0	1
ARID4B	1.0	0.99998	0.0			25.29%	1	1
EIF3D	0.99983	0.99422	0.0			16.08%	0	1
NDST1	0.99995	0.99814	0.0			23.31%	1	1
PTPRF	1.0	1.0	0.0			30.11%	1	1
LPHN1	1.0	1.0	0.0				1	1
ARHGEF7	0.99995	0.95399	0.0			25.2%	1	1
GPKOW	0.99553	0.97957	0.0			68.2%	1	1
EED	0.99929	0.99767	0.0			0.88%	0	1
ZNF423	0.99996	0.99047	0.0			4.5%	0	1
CUX2	1.0	0.99966	0.0			20.94%	1	1
NFATC2	0.99995	0.99925	0.0			14.12%	0	1
STAT1	0.99999	0.99999	0.0	0.0	0	1.02%	0	1
TMEM108	0.99555	0.98372	0.0			61.82%	1	1
DIDO1	1.0	0.99999	0.0			83.17%	2	1
PHF20L1	1.0	0.99991	0.0			11.74%	0	1
PRDM16	0.99999	0.99984	0.0			21.12%	1	1
DLL4	0.99982	0.98286	0.0			8.98%	0	1
SEPT7	0.99924	0.99238	0.0			13.19%	0	1
CDC73	0.99995	0.99996	0.0	3.0	0	11.74%	0	1
JARID2	0.99999	0.99986	0.0	0.0	0	12.14%	0	1
SNRNP70	0.99926	0.9931	0.0			7.14%	0	1
PRRC2B	1.0	1.0	0.0			43.15%	1	1
SOX5	0.99995	0.9994	0.0	3.0	0	0.74%	0	1
GRIN2A	0.99998	0.99804	0.0	3.0	0	13.34%	0	1
PLAG1	0.99532	0.82992	0.0			15.18%	0	1
ASAP1	1.0	0.99998	0.0			18.75%	0	1
CCT5	0.99928	0.99879	0.0	30.0	0	23.05%	2	1
CNOT2	0.99981	0.99987	0.0			4.39%	0	1
ELAVL2	0.99514	0.97293	0.0	1.0	0	1.24%	0	1
SUGP2	0.99995	0.99937	0.0			70.43%	1	1
RSPRY1	0.99981	0.99978	0.0			24.04%	1	1
USP37	0.99999	0.99832	0.0			21.91%	1	1
NRF1	0.99922	0.99697	0.0			8.59%	0	1
